Entity,Code,Year,Renewables per capita (kWh)
Cyprus,CYP,2014,0.702502
Cyprus,CYP,2015,0.871041
Cyprus,CYP,2016,0.912761
Cyprus,CYP,2017,0.922077
Cyprus,CYP,2018,0.969487
Cyprus,CYP,2019,1.060953
Czechia,CZE,1965,0.631887
Czechia,CZE,1966,0.594994
Czechia,CZE,1967,0.536463
Czechia,CZE,1968,0.415546
Czechia,CZE,1969,0.339299
Czechia,CZE,1970,0.483893
Czechia,CZE,1971,0.34077
Czechia,CZE,1972,0.354981
Czechia,CZE,1973,0.301908
Czechia,CZE,1974,0.504925
Czechia,CZE,1975,0.500387
Czechia,CZE,1976,0.396317
Czechia,CZE,1977,0.535623
Czechia,CZE,1978,0.495307
Czechia,CZE,1979,0.617554
Czechia,CZE,1980,0.643917
Czechia,CZE,1981,0.552287
Czechia,CZE,1982,0.447554
Czechia,CZE,1983,0.444005
Czechia,CZE,1984,0.348666
Czechia,CZE,1985,0.449295
Czechia,CZE,1986,0.504611
Czechia,CZE,1987,0.663041
Czechia,CZE,1988,0.564375
Czechia,CZE,1989,0.441553
Czechia,CZE,1990,0.311866
Czechia,CZE,1991,0.292384
Czechia,CZE,1992,0.376166
Czechia,CZE,1993,0.426361
Czechia,CZE,1994,0.474268
Czechia,CZE,1995,0.645503
Czechia,CZE,1996,0.606817
Czechia,CZE,1997,0.58925
Czechia,CZE,1998,0.533599
Czechia,CZE,1999,0.63717
Czechia,CZE,2000,0.614195
Czechia,CZE,2001,0.690057
Czechia,CZE,2002,0.799045
Czechia,CZE,2003,0.4994
Czechia,CZE,2004,0.690019
Czechia,CZE,2005,0.799665
Czechia,CZE,2006,0.911658
Czechia,CZE,2007,0.870247
Czechia,CZE,2008,0.946629
Czechia,CZE,2009,1.167778
Czechia,CZE,2010,1.45669
Czechia,CZE,2011,1.803561
Czechia,CZE,2012,1.992086
Czechia,CZE,2013,2.273281
Czechia,CZE,2014,2.203381
Czechia,CZE,2015,2.248625
Czechia,CZE,2016,2.224939
Czechia,CZE,2017,2.259769
Czechia,CZE,2018,2.191542
Czechia,CZE,2019,2.296635
Denmark,DNK,1965,0.014589
Denmark,DNK,1966,0.015059
Denmark,DNK,1967,0.014372
Denmark,DNK,1968,0.011988
Denmark,DNK,1969,0.012474
Denmark,DNK,1970,0.01352
Denmark,DNK,1971,0.013435
Denmark,DNK,1972,0.013357
Denmark,DNK,1973,0.013288
Denmark,DNK,1974,0.013225
Denmark,DNK,1975,0.011522
Denmark,DNK,1976,0.010387
Denmark,DNK,1977,0.01417
Denmark,DNK,1978,0.016308
Denmark,DNK,1979,0.018992
Denmark,DNK,1980,0.024178
Denmark,DNK,1981,0.024932
Denmark,DNK,1982,0.02646
Denmark,DNK,1983,0.050781
Denmark,DNK,1984,0.052341
Denmark,DNK,1985,0.063605
Denmark,DNK,1986,0.111437
Denmark,DNK,1987,0.143422
Denmark,DNK,1988,0.21937
Denmark,DNK,1989,0.312595
Denmark,DNK,1990,0.458353
Denmark,DNK,1991,0.603783
Denmark,DNK,1992,0.786339
Denmark,DNK,1993,0.957695
Denmark,DNK,1994,0.929125
Denmark,DNK,1995,0.984374
Denmark,DNK,1996,1.098713
Denmark,DNK,1997,1.541719
Denmark,DNK,1998,2.057526
Denmark,DNK,1999,33060
Denmark,DNK,2000,32580
Denmark,DNK,2001,31410
Denmark,DNK,2002,30850
Denmark,DNK,2003,34750
Denmark,DNK,2004,42640
Denmark,DNK,2005,49610
Denmark,DNK,2006,53540
Denmark,DNK,2007,55740
Denmark,DNK,2008,60390
Denmark,DNK,2009,60090
Denmark,DNK,2010,61220
Denmark,DNK,2011,61990
Denmark,DNK,2012,61650
Denmark,DNK,2013,63200
Denmark,DNK,2014,63670
Denmark,DNK,2015,60510
Denmark,DNK,2016,58040
Denmark,DNK,2017,56690
Denmark,DNK,2018,61260
Denmark,DNK,2019,63460
Ecuador,ECU,1965,0.131897
Ecuador,ECU,1966,0.146632
Ecuador,ECU,1967,0.156875
Ecuador,ECU,1968,0.159146
Ecuador,ECU,1969,0.17152
Ecuador,ECU,1970,0.185368
Ecuador,ECU,1971,0.19565
Ecuador,ECU,1972,0.192271
Ecuador,ECU,1973,0.182666
Ecuador,ECU,1974,0.204158
Ecuador,ECU,1975,0.24942
Ecuador,ECU,1976,0.2338
Ecuador,ECU,1977,0.209913
Ecuador,ECU,1978,0.289795
Ecuador,ECU,1979,0.253012
Ecuador,ECU,1980,0.303195
Ecuador,ECU,1981,0.263953
Ecuador,ECU,1982,0.295649
Ecuador,ECU,1983,0.554268
Ecuador,ECU,1984,1.015556
Ecuador,ECU,1985,1.00467
Ecuador,ECU,1986,1.19936
Ecuador,ECU,1987,1.333171
Ecuador,ECU,1988,1.374084
Ecuador,ECU,1989,1.377214
Ecuador,ECU,1990,1.353917
Ecuador,ECU,1991,1.346428
Ecuador,ECU,1992,1.289242
Ecuador,ECU,1993,1.472428
Ecuador,ECU,1994,1.627132
Ecuador,ECU,1995,1.251408
Ecuador,ECU,1996,1.505649
Ecuador,ECU,1997,1.518744
Ecuador,ECU,1998,1.481595
Ecuador,ECU,1999,1.602264
Ecuador,ECU,2000,1.667244
Ecuador,ECU,2001,1.510893
Ecuador,ECU,2002,1.569736
Ecuador,ECU,2003,1.46313
Ecuador,ECU,2004,1.476339
Ecuador,ECU,2005,1.359044
Ecuador,ECU,2006,1.383167
Ecuador,ECU,2007,1.719938
Ecuador,ECU,2008,2.089206
Ecuador,ECU,2009,1.677199
Ecuador,ECU,2010,1.541629
Ecuador,ECU,2011,1.940487
Ecuador,ECU,2012,2.086841
Ecuador,ECU,2013,1.857383
Ecuador,ECU,2014,1.907024
Ecuador,ECU,2015,2.128248
Ecuador,ECU,2016,2.507986
Ecuador,ECU,2017,3.072737
Ecuador,ECU,2018,3.087714
Ecuador,ECU,2019,3.615981
Egypt,EGY,1965,0.158126
Egypt,EGY,1966,0.162304
Egypt,EGY,1967,0.170411
Egypt,EGY,1968,0.253497
Egypt,EGY,1969,0.328912
Egypt,EGY,1970,0.377382
Egypt,EGY,1971,0.397013
Egypt,EGY,1972,0.397156
Egypt,EGY,1973,0.387944
Egypt,EGY,1974,0.450572
Egypt,EGY,1975,0.489465
Egypt,EGY,1976,0.563936
Egypt,EGY,1977,0.622481
Egypt,EGY,1978,0.668293
Egypt,EGY,1979,0.631421
Egypt,EGY,1980,0.628702
Egypt,EGY,1981,0.638967
Egypt,EGY,1982,0.639968
Egypt,EGY,1983,0.583489
Egypt,EGY,1984,0.557645
Egypt,EGY,1985,0.515868
Egypt,EGY,1986,0.492515
Egypt,EGY,1987,0.479214
Egypt,EGY,1988,0.459279
Egypt,EGY,1989,0.480987
Egypt,EGY,1990,0.492522
Egypt,EGY,1991,0.47966
Egypt,EGY,1992,0.464013
Egypt,EGY,1993,0.468174
Egypt,EGY,1994,0.487757
Egypt,EGY,1995,0.498747
Egypt,EGY,1996,0.501557
Egypt,EGY,1997,0.503872
Egypt,EGY,1998,0.50791
Egypt,EGY,1999,1310
Egypt,EGY,2000,1420
Egypt,EGY,2001,1430
Egypt,EGY,2002,1330
Egypt,EGY,2003,1240
Egypt,EGY,2004,1200
Egypt,EGY,2005,1220
Egypt,EGY,2006,1320
Egypt,EGY,2007,1530
Egypt,EGY,2008,1840
Egypt,EGY,2009,2120
Egypt,EGY,2010,2370
Egypt,EGY,2011,2560
Egypt,EGY,2012,2840
Egypt,EGY,2013,3030
Egypt,EGY,2014,3230
Egypt,EGY,2015,3340
Egypt,EGY,2016,3440
Egypt,EGY,2017,3030
Egypt,EGY,2018,2790
Egypt,EGY,2019,2690
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.011631
Estonia,EST,1996,0.009795
Estonia,EST,1997,0.01576
Estonia,EST,1998,0.023708
Estonia,EST,1999,0.031656
Estonia,EST,2000,0.03574
Estonia,EST,2001,0.035686
Estonia,EST,2002,0.068201
Estonia,EST,2003,0.089489
Estonia,EST,2004,0.120267
Estonia,EST,2005,0.216023
Estonia,EST,2006,0.254218
Estonia,EST,2007,0.29448
Estonia,EST,2008,0.392023
Estonia,EST,2009,1.06254
Estonia,EST,2010,2.04772
Estonia,EST,2011,2.304999
Estonia,EST,2012,2.876168
Estonia,EST,2013,2.374679
Estonia,EST,2014,2.656687
Estonia,EST,2015,2.937604
Estonia,EST,2016,2.91025
Estonia,EST,2017,4.635291
Estonia,EST,2018,3.596541
Estonia,EST,2019,3.648012
Europe,,1965,1.33556
Europe,,1966,1.427055
Europe,,1967,1.418115
Europe,,1968,1.461331
Europe,,1969,1.431459
Europe,,1970,1.49349
Europe,,1971,1.499265
Europe,,1972,1.549141
Europe,,1973,1.56477
Europe,,1974,1.680922
Europe,,1975,1.707273
Europe,,1976,1.57287
Europe,,1977,1.889131
Europe,,1978,1.878986
Europe,,1979,1.966891
Europe,,1980,1.90448
Europe,,1981,1.919083
Europe,,1982,1.891353
Europe,,1983,1.939871
Europe,,1984,1.95382
Europe,,1985,2.017879
Europe,,1986,1.952075
Europe,,1987,2.112981
Europe,,1988,2.255711
Europe,,1989,1.963138
Europe,,1990,2.012374
Europe,,1991,2.050991
Europe,,1992,2.116779
Europe,,1993,2.204404
Europe,,1994,2.235862
Europe,,1995,2.277923
Europe,,1996,2.219631
Europe,,1997,2.325925
Europe,,1998,2.459434
Europe,,1999,2.497419
Europe,,2000,2.624248
Europe,,2001,2.614025
Europe,,2002,2.475616
Europe,,2003,2.391322
Europe,,2004,2.626942
Europe,,2005,2.716049
Europe,,2006,2.773069
Europe,,2007,2.911958
Europe,,2008,3.140951
Europe,,2009,3.243374
Europe,,2010,3.61636
Europe,,2011,3.55074
Europe,,2012,3.97845
Europe,,2013,4.253097
Europe,,2014,4.313977
Europe,,2015,4.521387
Europe,,2016,4.58876
Europe,,2017,4.614205
Europe,,2018,4.938552
Europe,,2019,5.138663
Finland,FIN,1965,5.686597
Finland,FIN,1966,6.294608
Finland,FIN,1967,7.039359
Finland,FIN,1968,6.342148
Finland,FIN,1969,5.279928
Finland,FIN,1970,5.736394
Finland,FIN,1971,6.409362
Finland,FIN,1972,6.199268
Finland,FIN,1973,6.286278
Finland,FIN,1974,7.509305
Finland,FIN,1975,7.186728
Finland,FIN,1976,5.563668
Finland,FIN,1977,7.128378
Finland,FIN,1978,5.720773
Finland,FIN,1979,6.329162
Finland,FIN,1980,5.927539
Finland,FIN,1981,7.885514
Finland,FIN,1982,7.519763
Finland,FIN,1983,7.759049
Finland,FIN,1984,7.528349
Finland,FIN,1985,6.976602
Finland,FIN,1986,6.981017
Finland,FIN,1987,7.748108
Finland,FIN,1988,7.482047
Finland,FIN,1989,7.272517
Finland,FIN,1990,8.905524
Finland,FIN,1991,10.07178
Finland,FIN,1992,11.045643
Finland,FIN,1993,10.644964
Finland,FIN,1994,9.947471
Finland,FIN,1995,10.601401
Finland,FIN,1996,9.583487
Finland,FIN,1997,10.687789
Finland,FIN,1998,13.062214
Finland,FIN,1999,11.316574
Finland,FIN,2000,12.456916
Finland,FIN,2001,11.374749
Finland,FIN,2002,10.377912
Finland,FIN,2003,9.878907
Finland,FIN,2004,13.183383
Finland,FIN,2005,11.873512
Finland,FIN,2006,11.31737
Finland,FIN,2007,12.162224
Finland,FIN,2008,13.934064
Finland,FIN,2009,10.948818
Finland,FIN,2010,12.012582
Finland,FIN,2011,11.98277
Finland,FIN,2012,13.931536
Finland,FIN,2013,12.457603
Finland,FIN,2014,13.140352
Finland,FIN,2015,14.962848
Finland,FIN,2016,14.202043
Finland,FIN,2017,14.733635
Finland,FIN,2018,14.768669
Finland,FIN,2019,14.412235
France,FRA,1965,2.671454
France,FRA,1966,2.967663
France,FRA,1967,2.572551
France,FRA,1968,2.851277
France,FRA,1969,2.977462
France,FRA,1970,3.176561
France,FRA,1971,2.728132
France,FRA,1972,2.711728
France,FRA,1973,2.631695
France,FRA,1974,3.066946
France,FRA,1975,3.243554
France,FRA,1976,2.616707
France,FRA,1977,4.056207
France,FRA,1978,3.628185
France,FRA,1979,3.516603
France,FRA,1980,3.661101
France,FRA,1981,3.782028
France,FRA,1982,3.682301
France,FRA,1983,3.607264
France,FRA,1984,3.401784
France,FRA,1985,3.222712
France,FRA,1986,3.234299
France,FRA,1987,3.623489
France,FRA,1988,3.904439
France,FRA,1989,2.397573
France,FRA,1990,2.734264
France,FRA,1991,2.913974
France,FRA,1992,3.456941
France,FRA,1993,3.244492
France,FRA,1994,3.92436
France,FRA,1995,3.656456
France,FRA,1996,3.324221
France,FRA,1997,3.229694
France,FRA,1998,3.129187
France,FRA,1999,25420
France,FRA,2000,24970
France,FRA,2001,23840
France,FRA,2002,23090
France,FRA,2003,25930
France,FRA,2004,31360
France,FRA,2005,35870
France,FRA,2006,37850
France,FRA,2007,40130
France,FRA,2008,43460
France,FRA,2009,43930
France,FRA,2010,43850
France,FRA,2011,44350
France,FRA,2012,43380
France,FRA,2013,43780
France,FRA,2014,43320
France,FRA,2015,41100
France,FRA,2016,39070
France,FRA,2017,38270
France,FRA,2018,41150
France,FRA,2019,42510
Germany,DEU,1965,0.590547
Germany,DEU,1966,0.634022
Germany,DEU,1967,0.597961
Germany,DEU,1968,0.602999
Germany,DEU,1969,0.486743
Germany,DEU,1970,0.652349
Germany,DEU,1971,0.509661
Germany,DEU,1972,0.500785
Germany,DEU,1973,0.573017
Germany,DEU,1974,0.658781
Germany,DEU,1975,0.640543
Germany,DEU,1976,0.533276
Germany,DEU,1977,0.664686
Germany,DEU,1978,0.695725
Germany,DEU,1979,0.702148
Germany,DEU,1980,0.746416
Germany,DEU,1981,0.772397
Germany,DEU,1982,0.767709
Germany,DEU,1983,0.723368
Germany,DEU,1984,0.719534
Germany,DEU,1985,0.680919
Germany,DEU,1986,0.720045
Germany,DEU,1987,0.775868
Germany,DEU,1988,0.77065
Germany,DEU,1989,0.706946
Germany,DEU,1990,0.662066
Germany,DEU,1991,0.608805
Germany,DEU,1992,0.711805
Germany,DEU,1993,0.732755
Germany,DEU,1994,0.793459
Germany,DEU,1995,0.8628
Germany,DEU,1996,0.791187
Germany,DEU,1997,0.83749
Germany,DEU,1998,0.926508
Germany,DEU,1999,1.034455
Germany,DEU,2000,1.368251
Germany,DEU,2001,1.366874
Germany,DEU,2002,1.604746
Germany,DEU,2003,1.621043
Germany,DEU,2004,2.010252
Germany,DEU,2005,2.30589
Germany,DEU,2006,2.743272
Germany,DEU,2007,3.333484
Germany,DEU,2008,3.430778
Germany,DEU,2009,3.480239
Germany,DEU,2010,3.789152
Germany,DEU,2011,4.387986
Germany,DEU,2012,4.99946
Germany,DEU,2013,5.196642
Germany,DEU,2014,5.487443
Germany,DEU,2015,6.221666
Germany,DEU,2016,6.184376
Germany,DEU,2017,6.928746
Germany,DEU,2018,7.119751
Germany,DEU,2019,7.641351
Greece,GRC,1965,0.263189
Greece,GRC,1966,0.566026
Greece,GRC,1967,0.540703
Greece,GRC,1968,0.443459
Greece,GRC,1969,0.662681
Greece,GRC,1970,0.845133
Greece,GRC,1971,0.845093
Greece,GRC,1972,0.847421
Greece,GRC,1973,0.69853
Greece,GRC,1974,0.730962
Greece,GRC,1975,0.620948
Greece,GRC,1976,0.571869
Greece,GRC,1977,0.576866
Greece,GRC,1978,0.884014
Greece,GRC,1979,1.040938
Greece,GRC,1980,0.982481
Greece,GRC,1981,0.973652
Greece,GRC,1982,1.009664
Greece,GRC,1983,0.659163
Greece,GRC,1984,0.801735
Greece,GRC,1985,0.781669
Greece,GRC,1986,0.897266
Greece,GRC,1987,0.768122
Greece,GRC,1988,0.650926
Greece,GRC,1989,0.519945
Greece,GRC,1990,0.481073
Greece,GRC,1991,0.835084
Greece,GRC,1992,0.589678
Greece,GRC,1993,0.614413
Greece,GRC,1994,0.688117
Greece,GRC,1995,0.921274
Greece,GRC,1996,1.124242
Greece,GRC,1997,0.998177
Greece,GRC,1998,0.959689
Greece,GRC,1999,
Greece,GRC,2000,
Greece,GRC,2001,
Greece,GRC,2002,
Greece,GRC,2003,
Greece,GRC,2004,
Greece,GRC,2005,
Greece,GRC,2006,24550
Greece,GRC,2007,26350
Greece,GRC,2008,28660
Greece,GRC,2009,29330
Greece,GRC,2010,27530
Greece,GRC,2011,24510
Greece,GRC,2012,23170
Greece,GRC,2013,22410
Greece,GRC,2014,21990
Greece,GRC,2015,20170
Greece,GRC,2016,18630
Greece,GRC,2017,17940
Greece,GRC,2018,19060
Greece,GRC,2019,19650
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.000273
Hong Kong,HKG,2007,0.000336
Hong Kong,HKG,2008,0.00031
Hong Kong,HKG,2009,0.000416
Hong Kong,HKG,2010,0.034956
Hong Kong,HKG,2011,0.029424
Hong Kong,HKG,2012,0.033228
Hong Kong,HKG,2013,0.03393
Hong Kong,HKG,2014,0.037452
Hong Kong,HKG,2015,0.036204
Hong Kong,HKG,2016,0.035573
Hong Kong,HKG,2017,0.037493
Hong Kong,HKG,2018,0.033926
Hong Kong,HKG,2019,0.03712
Hungary,HUN,1965,0.020485
Hungary,HUN,1966,0.027212
Hungary,HUN,1967,0.022224
Hungary,HUN,1968,0.024026
Hungary,HUN,1969,0.025548
Hungary,HUN,1970,0.023581
Hungary,HUN,1971,0.025646
Hungary,HUN,1972,0.029307
Hungary,HUN,1973,0.026837
Hungary,HUN,1974,0.021457
Hungary,HUN,1975,0.043011
Hungary,HUN,1976,0.043329
Hungary,HUN,1977,0.03891
Hungary,HUN,1978,0.035849
Hungary,HUN,1979,0.037779
Hungary,HUN,1980,0.02893
Hungary,HUN,1981,0.043427
Hungary,HUN,1982,0.041216
Hungary,HUN,1983,0.040356
Hungary,HUN,1984,0.047356
Hungary,HUN,1985,0.040749
Hungary,HUN,1986,0.040667
Hungary,HUN,1987,0.044816
Hungary,HUN,1988,0.044988
Hungary,HUN,1989,0.042193
Hungary,HUN,1990,0.052199
Hungary,HUN,1991,0.058434
Hungary,HUN,1992,0.054703
Hungary,HUN,1993,0.054971
Hungary,HUN,1994,0.055245
Hungary,HUN,1995,0.058782
Hungary,HUN,1996,0.069095
Hungary,HUN,1997,0.07249
Hungary,HUN,1998,0.058096
Hungary,HUN,1999,0.066673
Hungary,HUN,2000,0.066041
Hungary,HUN,2001,0.069582
Hungary,HUN,2002,0.063917
Hungary,HUN,2003,0.090266
Hungary,HUN,2004,0.25052
Hungary,HUN,2005,0.498718
Hungary,HUN,2006,0.39685
Hungary,HUN,2007,0.498975
Hungary,HUN,2008,0.622688
Hungary,HUN,2009,0.762618
Hungary,HUN,2010,0.791376
Hungary,HUN,2011,0.709144
Hungary,HUN,2012,0.691251
Hungary,HUN,2013,0.72582
Hungary,HUN,2014,0.817731
Hungary,HUN,2015,0.835407
Hungary,HUN,2016,0.84007
Hungary,HUN,2017,0.894399
Hungary,HUN,2018,0.957748
Hungary,HUN,2019,1.144404
Iceland,ISL,1965,9.269394
Iceland,ISL,1966,8.887471
Iceland,ISL,1967,9.36972
Iceland,ISL,1968,9.540285
Iceland,ISL,1969,11.85375
Iceland,ISL,1970,19.403488
Iceland,ISL,1971,20.821716
Iceland,ISL,1972,22.807743
Iceland,ISL,1973,28.7585
Iceland,ISL,1974,29.114619
Iceland,ISL,1975,28.337778
Iceland,ISL,1976,29.905478
Iceland,ISL,1977,31.72958
Iceland,ISL,1978,32.530842
Iceland,ISL,1979,35.210574
Iceland,ISL,1980,37.742135
Iceland,ISL,1981,38.571856
Iceland,ISL,1982,42.513959
Iceland,ISL,1983,44.251613
Iceland,ISL,1984,45.457184
Iceland,ISL,1985,44.009826
Iceland,ISL,1986,46.153714
Iceland,ISL,1987,46.65024
Iceland,ISL,1988,48.995684
Iceland,ISL,1989,49.28033
Iceland,ISL,1990,48.329124
Iceland,ISL,1991,47.59613
Iceland,ISL,1992,48.440926
Iceland,ISL,1993,49.802216
Iceland,ISL,1994,49.975512
Iceland,ISL,1995,51.465257
Iceland,ISL,1996,52.52523
Iceland,ISL,1997,56.719392
Iceland,ISL,1998,63.315547
Iceland,ISL,1999,71.717823
Iceland,ISL,2000,76.122591
Iceland,ISL,2001,78.242677
Iceland,ISL,2002,80.825608
Iceland,ISL,2003,80.28357
Iceland,ISL,2004,80.133741
Iceland,ISL,2005,79.09434
Iceland,ISL,2006,88.400027
Iceland,ISL,2007,104.285224
Iceland,ISL,2008,139.757305
Iceland,ISL,2009,139.744261
Iceland,ISL,2010,138.983948
Iceland,ISL,2011,138.064214
Iceland,ISL,2012,138.633031
Iceland,ISL,2013,141.818047
Iceland,ISL,2014,140.161738
Iceland,ISL,2015,144.078843
Iceland,ISL,2016,140.480727
Iceland,ISL,2017,143.985503
Iceland,ISL,2018,146.224492
Iceland,ISL,2019,142.314363
India,IND,1965,0.10667
India,IND,1966,0.109095
India,IND,1967,0.119553
India,IND,1968,0.135092
India,IND,1969,0.146793
India,IND,1970,0.152282
India,IND,1971,0.163302
India,IND,1972,0.154897
India,IND,1973,0.161158
India,IND,1974,0.151495
India,IND,1975,0.176841
India,IND,1976,0.180783
India,IND,1977,0.192776
India,IND,1978,0.23377
India,IND,1979,0.220307
India,IND,1980,0.220335
India,IND,1981,0.229414
India,IND,1982,0.189145
India,IND,1983,0.178074
India,IND,1984,0.19446
India,IND,1985,0.183494
India,IND,1986,0.182081
India,IND,1987,0.165927
India,IND,1988,0.181151
India,IND,1989,0.205799
India,IND,1990,0.211416
India,IND,1991,0.231027
India,IND,1992,0.214659
India,IND,1993,0.212898
India,IND,1994,0.237308
India,IND,1995,0.221843
India,IND,1996,0.199909
India,IND,1997,0.200339
India,IND,1998,0.234352
India,IND,1999,440
India,IND,2000,440
India,IND,2001,450
India,IND,2002,460
India,IND,2003,520
India,IND,2004,610
India,IND,2005,710
India,IND,2006,790
India,IND,2007,910
India,IND,2008,1000
India,IND,2009,1120
India,IND,2010,1220
India,IND,2011,1360
India,IND,2012,1480
India,IND,2013,1520
India,IND,2014,1560
India,IND,2015,1600
India,IND,2016,1680
India,IND,2017,1820
India,IND,2018,2010
India,IND,2019,2120
Indonesia,IDN,1965,0.050565
Indonesia,IDN,1966,0.063987
Indonesia,IDN,1967,0.069923
Indonesia,IDN,1968,0.084075
Indonesia,IDN,1969,0.085569
Indonesia,IDN,1970,0.101273
Indonesia,IDN,1971,0.032492
Indonesia,IDN,1972,0.028302
Indonesia,IDN,1973,0.034792
Indonesia,IDN,1974,0.037573
Indonesia,IDN,1975,0.038421
Indonesia,IDN,1976,0.021992
Indonesia,IDN,1977,0.035681
Indonesia,IDN,1978,0.02488
Indonesia,IDN,1979,0.027023
Indonesia,IDN,1980,0.023895
Indonesia,IDN,1981,0.023261
Indonesia,IDN,1982,0.024796
Indonesia,IDN,1983,0.036438
Indonesia,IDN,1984,0.038913
Indonesia,IDN,1985,0.04658
Indonesia,IDN,1986,0.073493
Indonesia,IDN,1987,0.074142
Indonesia,IDN,1988,0.079911
Indonesia,IDN,1989,0.097887
Indonesia,IDN,1990,0.116675
Indonesia,IDN,1991,0.127317
Indonesia,IDN,1992,0.158778
Indonesia,IDN,1993,0.1453
Indonesia,IDN,1994,0.137328
Indonesia,IDN,1995,0.148184
Indonesia,IDN,1996,0.155177
Indonesia,IDN,1997,0.117698
Indonesia,IDN,1998,0.184308
Indonesia,IDN,1999,570
Indonesia,IDN,2000,580
Indonesia,IDN,2001,720
Indonesia,IDN,2002,790
Indonesia,IDN,2003,900
Indonesia,IDN,2004,1080
Indonesia,IDN,2005,1220
Indonesia,IDN,2006,1380
Indonesia,IDN,2007,1600
Indonesia,IDN,2008,1940
Indonesia,IDN,2009,2150
Indonesia,IDN,2010,2530
Indonesia,IDN,2011,3010
Indonesia,IDN,2012,3580
Indonesia,IDN,2013,3730
Indonesia,IDN,2014,3620
Indonesia,IDN,2015,3430
Indonesia,IDN,2016,3400
Indonesia,IDN,2017,3530
Indonesia,IDN,2018,3840
Indonesia,IDN,2019,4050
Iran,IRN,1965,0.191361
Iran,IRN,1966,0.200258
Iran,IRN,1967,0.209904
Iran,IRN,1968,0.219792
Iran,IRN,1969,0.230357
Iran,IRN,1970,0.241527
Iran,IRN,1971,0.2528
Iran,IRN,1972,0.323281
Iran,IRN,1973,0.266527
Iran,IRN,1974,0.28541
Iran,IRN,1975,0.291056
Iran,IRN,1976,0.315873
Iran,IRN,1977,0.3164
Iran,IRN,1978,0.479629
Iran,IRN,1979,0.401545
Iran,IRN,1980,0.401158
Iran,IRN,1981,0.421114
Iran,IRN,1982,0.424265
Iran,IRN,1983,0.398354
Iran,IRN,1984,0.357434
Iran,IRN,1985,0.346086
Iran,IRN,1986,0.397551
Iran,IRN,1987,0.424095
Iran,IRN,1988,0.431554
Iran,IRN,1989,0.341104
Iran,IRN,1990,0.363744
Iran,IRN,1991,0.270029
Iran,IRN,1992,0.434956
Iran,IRN,1993,0.489893
Iran,IRN,1994,0.316145
Iran,IRN,1995,0.376275
Iran,IRN,1996,0.393023
Iran,IRN,1997,0.261385
Iran,IRN,1998,0.325143
Iran,IRN,1999,1740
Iran,IRN,2000,1760
Iran,IRN,2001,1790
Iran,IRN,2002,1880
Iran,IRN,2003,2200
Iran,IRN,2004,2520
Iran,IRN,2005,2960
Iran,IRN,2006,3480
Iran,IRN,2007,4270
Iran,IRN,2008,4970
Iran,IRN,2009,5560
Iran,IRN,2010,6250
Iran,IRN,2011,6870
Iran,IRN,2012,7130
Iran,IRN,2013,6990
Iran,IRN,2014,6500
Iran,IRN,2015,5370
Iran,IRN,2016,5500
Iran,IRN,2017,5420
Iran,IRN,2018,4530
Iran,IRN,2019,3640
Iraq,IRQ,1965,0.02345
Iraq,IRQ,1966,0.0298
Iraq,IRQ,1967,0.03293
Iraq,IRQ,1968,0.038442
Iraq,IRQ,1969,0.04098
Iraq,IRQ,1970,0.048273
Iraq,IRQ,1971,0.054169
Iraq,IRQ,1972,0.052411
Iraq,IRQ,1973,0.07356
Iraq,IRQ,1974,0.098224
Iraq,IRQ,1975,0.10959
Iraq,IRQ,1976,0.105643
Iraq,IRQ,1977,0.126161
Iraq,IRQ,1978,0.152917
Iraq,IRQ,1979,0.216206
Iraq,IRQ,1980,0.140384
Iraq,IRQ,1981,0.120653
Iraq,IRQ,1982,0.115484
Iraq,IRQ,1983,0.112491
Iraq,IRQ,1984,0.11155
